Titulo,Descricao
Estagiário (a) de Compras,"Descrição
Descrição: 
Prestar suporte administrativo nos processos de compras de serviço.
Apoiar a gestão para realização das atividades da Área.
Emitir/atualizar pedidos de compras SAP/ARIBA.
Follow Up dos pedidos de compras SAP/ARIBA.
Strategic Sourcing.
Outros requisitos: 
Estar cursando superior em Administração; Economia; Logística; Engenharias; Tecnólogos ou demais áreas afins;
Necessário conhecimento intermediário no pacote office;
Disponibilidade para estagiar das 9h às 16h, de segunda a sexta-feira;"
Vendedora / Vendedor Jr,"Descrição
Descrição: Negociar vendas de produtos Coca-Cola;Cumprir as metas de vendas estabelecidas;Acompanhar processos de retorno, entregas e pendências dos produtos;Administrar os espaços disponíveis para exposição dos produtos;Abastecimento da área de vendas;Executar os procedimentos padrões de divulgação das marcas;Entre outras atividades pertinentes ao cargo.Outros requisitos:- Experiência na área comercial;- Carro próprio;- CNH B válida.Outros requisitos: 
Experiência na área comercial;
 Carro próprio;
CNH B válida."
Analista de Propostas,"Descrição
Descrição: Como Analista de Propostas Pleno você irá realizar as seguintes atividades:Elaboração e/ou manipulação de tabelas de dados;Consolidação de indicadores;Elaboração de orçamentos e propostas técnicas;Construção de diversos controles necessários e afins;Participação nas reuniões internas de equipe e com outras áreas.Idiomas:Inglês - Nível IntermediárioOutros requisitos: Para que você desempenhe as atividades acima, serão necessários os requisitos abaixo:Experiência com as atividades anteriormente mencionadas;Formação em Economia ou Administração;Conhecimento avançado em Excel."
Analista Fiscal Junior,"Descrição
ATIVIDADES

Escrituração de documentos fiscais;
Atendimento as áreas corporativas e fornecedores;
Cobrança de regularização de processos fiscais junto a fornecedores, quando necessário;
Conferencia diária das movimentações realizadas de entrada com foco na validação dos impostos ICMS, ICMS ST, IPI, PIS e COFINS. 

 
REQUISITOS

Superior Completo: Administração de Empresas, Ciências Contábeis, Direito, Economia, Gestão Fiscal e ou áreas afins;
Excel Avançado;
Experiência mínima de 03 anos"
Estagiário de Planejamento e Abastecimento,"Descrição
Seu papel será:
- Controle de estoque de brindes;
- Alinhamento de troca de barras de itens solo para kit com a fábrica;
- Atualização da posição de lançamentos das marcas;
- Cálculo de margem de propostas comerciaiscontrole de atendimento a demandas do comercial
 
Pré-requisitos:
- Cursando Administração, Engenharia de Produção e áreas correlatas
- Conhecimento do Pacote Office, principalmente Excel
 
Local de Trabalho: Barra da Tijuca (Jornada Híbrida)
 
Oferecemos bolsa auxilio diferenciada e pacote de benefícios."
Vendedora e Vendedor,"Descrição
Descrição: 
Negociar vendas de produtos Coca-Cola;
Cumprir as metas de vendas estabelecidas;
Acompanhar processos de retorno, entregas e pendências dos produtos;
Administrar os espaços disponíveis para exposição dos produtos;
Abastecimento da área de vendas;
Executar os procedimentos padrões de divulgação das marcas;
Entre outras atividades pertinentes ao cargo.
Atender e residir nas cidades de Igrejinha, Parobé, Taquara, Montenegro e proximidades.
Outros requisitos: - Experiência na área comercial;
- Carro próprio;
- CNH B válida."
Analista de Infraestrutura Jr,"Descrição
Descrição: 
Instalações de software e configurações em: notebooks, desktops e celulares;
Controlar licenças de software (inventário), suporte de hardware e suprimentos de impressoras;
Inventário do parque de máquinas;
Controle de acesso (perfis de usuários) a rede; 
Administração de servidores, verificação de backups e demais atividades da função.
Outros requisitos: 
Superior em Ciência da Computação, Processamento de Dados ou áreas correlatas - Completo
Conhecimento no Pacote Office Intermediário - Desejável 
Curso técnico na área de TI - Desejável"
Analista de Negócios Sênior - Retenção,"Descrição
Descrição: •    Vivência na área de Retenção no segmento de Contact Center.•    Trabalhar com planilhas em Excel efetuando estudos e gráficos de alta complexidade.•    Ter olhar analítico e crítico sobre os dados.•    Habilidade em gerenciamento de bases e elaboração de relatórios.•    Conhecimento em ferramentas de gestão de negócios (Retenção em Contact Center ) e tratamento de bases de dados.•    Habilidade de negociação com cliente.•    Formação Acadêmica em Administração de Empresas/ Exatas, e conhecimento em VBA, será um diferencial.Outros requisitos:"
Estagiário Transportes,"Descrição
Descrição: ATIVIDADES
Apoio a gerencia de Transportes;
Emissão de relátorios sistema Sales Force;
Baixa de entregas nas transportadoras;
Apoio na elaboração de indicadores;
Lançamento de notas fiscais;
Atualização das planilhas da área;
Organização de documentos;
REQUISITOS
Estar cursando Graduação, ou Técnico em Logística, Engenharia de Produção, Engenharia de Transportes, Administração e afins;
Excel Intermediário;
Pacote Office básico;
Outros requisitos: REQUISITOS
Boa comunicação;
Atenção;
Proatividade;
Boa capacidade de resolução de problemas;"
Analista de Faturamento,"Descrição
Descrição: •	Emissão de notas, boletos e GPS;•	Envio do faturamento para clientes;•	Conferência de impostos e retenções;•	Controle dos pedidos a faturar e faturados;•	Atendimento e suporte para clientes e filiais;•	Extrair e elaborar os espelhos de faturamento;•	Elaboração de relatórios para envio ao gestor e apresentação dos resultados.Outros requisitos: •	Graduação completa ou cursando em ciências contábeis, administração, ou áreas correlatas;•	Excel intermediário;•	Experiência na área de faturamento e atendimento ao cliente,"
Especialista de Pessoas e Cultura - Remuneração - São Paulo/sp,"Descrição
Descrição: Suas Principais Responsabilidades Serão: Administrar a política de remuneração fixa e variável da empresa, através da elaboração de descrições de cargo, avaliação de cargos, definição e atualização de tabelas salariais.Trabalhar junto aos Business partners no entendimento de necessidades da área de Rewards, realizando análises de propostas salariais e elaboração de propostas para novos candidatos.Preparação e planejamento do ciclo anual de mérito.Elaborar programas de remuneração variável de curto prazo locais.Idiomas:Inglês - Nível Intermediário"
Arquiteto Sênior Cloud,"Descrição
Descrição: • Conhecimentos em administração de plataformas cloud IaaS, PaaS e SaaS (Google Cloud Platform - GCP)• Conhecimentos em gerenciamento de microsserviços (Kubernetes)• Conhecimentos em conteinerização (Docker)• Conhecimentos básicos de redes• Conhecimentos em Linux e Windows.• Conhecimentos em CI/CD (Jenkins, GitLab ou similar).Outros requisitos: • Desejável conhecimentos na plataformas Microsoft AzureFormação de nível superior na área específica de TI (Sistemas de Informação, Ciência da computação e afins) mediante diploma"
Analista de Contratos Pl,"Descrição
Descrição: Sobre nosso cliente:Indústria de Médio PorteDetalhes do cargo:  -Realizar processos concorrenciais, analisar propostas, negociar, emitir pedidos de compras no SAP;-Analisar escopos de serviços e materiais, verificando conformidade e aplicação;-Receber, analisar toda documentação inerente aos processos para elaboração de contratos;-Atuar em conjunto com a área jurídica na discussão e interpretação de cláusulas contratuais, controlando prazos e assinaturas nos instrumentos jurídicos, incluindo a administração de aditivos, reajustes, renovações e pleitos.-Elaborar planilhas e gráficos gerenciais;-Desenvolver, prospectar e homologar fornecedores;-Gerar e monitorar indicadores de performance dos processos relacionados a sua carteira.O Profissional Desejado:  -Buscamos profissionais com ensino superior completo em Administração, Engenharia, Economia ou áreas correlatas. -Desejável especialização na área.-Possuir experiência em compras, negociações e gestão de  contratos de pequeno, médio e longo prazo, aditivos e termos de encerramento para fornecimento de materiais, equipamentos e contratação de serviços.-Necessário inglês nível intermediário, Pacote Office intermediário e vivência na Metodologia Strategic Sourcing.-Conhecimento no sistema SAP - MM será diferencial.-Visão estratégica e analítica de processos, habilidades de negociação, planejamento, senso de urgência, bom relacionamento interpessoal e dinamismo completam o perfil.Pacote Remuneração:Salário mensal: a combinar;Benefícios: praxe de mercado.Idiomas:Inglês - Nível Intermediário"
Analista de Vendas Pleno,"Descrição
Descrição: Empresa multinacional do segmento de comércio exteriorDetalhes do cargo:- Atuar em todas as rotinas de pré-venda e pós-venda, suportando as atividades da Gerência Comercial (Brasil e América Latina)- Negociar e concluir vendas com clientes recorrentes e atuar no desenvolvimento de novos clientes- Colocação de pedidos (Vendas, Leasing e Transporte) e monitoramento dos mesmos- Atuar na gestão de estoque, monitorando o planejamento e entrega aos fornecedores- Coordenar e administrar processos de nacionalização de produtos em todo território LATAM, atuando junto aos parceiros de logística, clientes e despachantes aduaneiros- Responsabilizar-se pelos processos de Compliance juntamente com a Gerência de Operações, efetuando acompanhamento, controle e registro pertinentes- Emitir, analisar e replicar relatórios de performance da área comercial e de operações, sugerindo e acompanhando ações de melhoria- Realizar interface com departamentos internos (Escritório LATAM e Matriz no exterior)O profissional desejado:- Formação superior em Administração, Logística ou Comércio Exterior, experiência na área de vendas no segmento de logística e pacote office nível intermediário- Necessário espanhol e inglês avançados- Experiência na indústria de Freight Forwarders ou Armadores será um diferencialIdiomas:Espanhol - Nível Avançado e Inglês - Nível AvançadoOutros requisitos: Perfil proativo, hábil no relacionamento interpessoal e comunicação, com visão sistêmica e raciocínio lógico completam o perfil desejadoObs.: benefícios praxe de mercado"
Analista RH SR - Sistemas,"Descrição
REQUISITOS
• Ensino superior completo: Administração de Empresas, Gestão de Recursos Humanos e/ou áreas afins;• Imprescindível conhecimento do sistema SAP e Success Factors;• Experiência anterior em suporte N1.** Disponibilidade para trabalhar em Boituva/SP - Híbrido **
ATIVIDADES
• Monitorar e auxiliar no atendimento dos chamados abertos para a equipe HCM do SAP, visando atender as necessidades das rotinas da área de RH e legislação, realizando a criação dos cenários e efetuando as validações no ambiente de teste, visando o funcionamento das regras de cálculos;• Monitorar e auxiliar nas parametrizações sistêmicas no SAP dos itens previstos na CCT, através das validações das regras e atualização das tabelas de constantes, garantindo o cálculo correto das contribuições e demais taxas previstas no acordo sindical, bem como, efetuando a validação dos retrocálculo gerados no mês;• Criar ou modificar os perfil de acesso do sistema SAP de acordo com a função existente da área de RH, visando a redução dos problemas trabalhistas relacionados a desvio de função;• Garantir o funcionamento das melhorias sistemas do SAP e Success Factors, através da validação dos cenários no ambiente de teste, criação das evidências e solicitação do transporte para o ambiente produtivo;• Efetuar as configurações (administração) do sistema Success Factors, bem como, acompanhar os releases para possível aplicação no ambiente;• Entre outras atividades."
Especialista em Treinamento,"Descrição
Descrição: Responsável pelo gerenciamento e suporte administrativo dos processos de treinamentos técnicos e de HSE bem como os programas de competência da Oceaneering.Responsabilidades e atividades principais:• Desenvolver relatórios, bem como realizar a entrada de dados e o calendário de treinamentos nos Sistemas de Gerenciamento da Aprendizagem;• Apoiar a verificação dos requisitos e qualificações dos funcionários conforme as operações e requisitos dos clientes;• Gerir e divulgar o calendário de treinamentos, mantendo os participantes informados das datas e locais de sua realização;• Suporte no desenvolvimento de material de treinamentos técnicos e de HSE;• Responsável pela análise e administração dos dados de desempenho relativos à eficácia treinamentos, cursos e/ou materiais instrucionais;• Assegurar o controle digital e físico dos certificados, de forma que sejam continuamente atualizados e registrados no cadastro dos funcionários; organizando-os para qualquer efeito de informação e consulta;• Agendar treinamentos externos quando necessário;• Acompanhar a execução dos treinamentos ministrados dando suporte necessário para o treinador;• Atualizar a matriz de treinamento da empresa junto ao QSMS e a gerência;• Acompanhar e controlar os prazos para atualização de cada treinamento. Controlar os certificados e a sua distribuição.• Aplicar e controlar a avaliação de eficácia;• Suporte no gerenciamento do programa de competência dos funcionários. Requisitos:Formação em Administração, Recursos Humanos, Pedagogia, Engenharias ou áreas afins. Local de atuação - Macaé RJ  Esta oportunidade abrange pessoas com deficiência e/ou reabilitadas.Idiomas:Inglês - Nível Avançado"
Assistente Financeiro,"Descrição
Descrição: Requisitos:Escolaridade: Graduação em Administração, Economia ou Ciências contábeis.Experiência: Experiência na área financeira.Desejável conhecimento básico em contas a pagar/receber e Excel;Morar na região de Campinas ou de fácil acesso.Atividades:Executar toda a rotina financeira, irá atuar no setor de contas a pagar, receber e conciliação bancária. Suporte nos fechamentos financeiros e nas atividades de tesouraria, área contábil e fiscal Horário: De 2ª-feira a 6ª-feira, das 8h00 às 17h48 (com intervalo de 01h para almoço)."
Almoxarife | Fazenda Tanguro-querência,"Descrição
Descrição: Realizar atividades de almoxarifado na unidade, controlando e acompanhando o recebimento e entrega de materiais, organizando estoques e gerando indicadores, bem como participar de inventários e manter a organização e limpeza do local de trabalho, visando assegurar a execução de forma correta e organizada das atividades, respeitando as normas internas e manter o controle dos estoques.Outros requisitos: - Conhecimentos no pacote office, Administração de Materiais, Noções de Legislação Tributária e Fiscal;- Desejável conhecimento no sistema SAP."
Estágio -  Estratégia e Desenvolvimento,"Descrição
Descrição: Estágio - Diretoria de Estratégia e DesenvolvimentoOportunidade nas ﻿Áreas: BI, Ciência de Dados, Tecnologia e Planejamento estratégicoCursos: Administração de Empresas, Engenharias, Economia, Marketing, Ti.Formação: Em dezembro/23 ou 24Competências: Capacidade analítica / Atitude proativa / Trabalho em equipe / Comprometimento / Vontade de aprender;Conhecimento no pacote Office;Inglês será um diferencial.Horário: 09:00 às 16:00Local: Pinheiros/ SPModelo híbridoIdiomas:Inglês - Nível Intermediário e Inglês - Nível BásicoOutros requisitos:"
Estágio (osasco/sp),"Descrição
Descrição: Descrição:Programa de Estágio Nível Superior;Buscamos estudantes para atuar nas rotinas administrativas e operacionais do centro de coleta, mapeamento e buscando melhoria de processos, auxílio na definição de indicações e mapeamento de regiões.Requisitos:Cursando a partir do 2º ano – Administração, Logística e Engenharia;Disponibilidade para estagiar 30 horas semanais;Pacote Office básico.Nos nossos processos seletivos, todas as pessoas são bem-vindas! Apoiamos, incentivamos e promovemos a Diversidade e a Inclusão."
Analista de Suprimentos Sênior,"Descrição
Descrição: Recebimento e cotação da requisições;										Negociações das propostas;													Lançamentos dos processos e controles;													Acompanhamentos e protocolos; 													Desenvolvimento de novos fornecedores.		Outros requisitos: Desejável superior cursando em  Administração, Ciências Contábeis, Logística, Gestão Comercial.													Necessário experiência na área e conhecimento de negociação de compras;													Gestão de contrato e compras, emissão e gestão de ordens de compra pelo sistema RM e Portal de Compras;													Conhecimento de negociação de compras e fornecedores;													Desejável conhecimento em compras de obras e manutenção."
Trainee Auditoria Contábil,"Description
Descrição:
Buscamos universitários cursando ou recém-formados nos cursos de Ciências Contábeis, Administração, Economia, para oportunidades de Trainee para a área de Auditoria.
* Conhecimento em língua inglesa será considerado um diferencial.
 O QUE OFERECEMOS:
- Plano de carreira;
- Salário compatível com o mercado;
- Vale-transporte;
- Vale-refeição;
- Assistência médica;
- Assistência odontológica;
- Seguro de vida em grupo;
- Parceria com Gympass
- Adicional por fluência no idioma inglês (sujeito a teste de proficiência)."
Assistente Comercial,"Descrição
Descrição: Descrição:
Principais responsabilidades: 

Atendimento a clientes;
Suporte a equipe de vendas;
Analisar pedidos;
Realizar cadastros de novos clientes;
Realizar a cobrança de clientes;
Rotinas gerais financeiras e administrativas;

Requisitos:

Estar cursando superior em Administração, Ciências Contábeis;
Conhecimentos gerais de NFs, conciliação bancária, contas a receber/pagar e análise de crédito;
Conhecimento em Excel (nível intermediário);
Boa relação interpessoal;
Iniciativa;
Organização;
Precisão em resultados."
Assistente de Compras,"Descrição
Realizar tarefas referentes ao suporte administrativo nos processos de compras dos diversos materiais utilizados na empresa, de aplicação direta e/ou indireta no produto final, englobando emissão de pedidos de compra, controles, acompanhamento dos prazos de entrega, cotação de materiais de menor complexidade técnica, entre outros trabalhos correlatos.
Requisitos: Formação superior em administração de empresas, ou áreas afins.
Office intermediário
100% presencial
Diferencial: Conhecimento em sistema ERP e cursos comprovados na área de compras"
Customer Experience,"Descrição
Descrição: Objetivo: Atuar nos processos e projetos de CRM/CX; Interação com colaboradores para encontrar soluções de automação para os clientes; Desenvolver estratégias Jornada do cliente; Aprimorar serviços já prestados; Desenvolver projetos para reter e recuperar clientes.  Capacitação de colaboradores para gestão de relacionamento. Conhecimentos técnicos: NPS, Excel, Power Point avançados; Análise de dados; Jornada do Cliente. Escolaridade: Superior completo em marketing comunicação, administração."
Estágio - Comercio e Exterior,"Descrição
Descrição: - Acompanhamento de desembaraços de importação, atualizações de custos dos produtos, follow up com fornecedores, comercial e logística interna, conferência de documentos e embalagens de produtos.- Acompanhamento de pagamento de fornecedores e fechamento de câmbio.Idiomas:Inglês - Nível IntermediárioOutros requisitos: - Cursando ensino superior no período noturno em Administração, Relações Internacionais, Comercio e Exterior ou cursos afins.- Necessário conhecimento intermediário em Excel;- Inglês intermediário (escrita e leitura para responder e ler email)"
Analista Comercial Corporativo Pleno - Foco em Dados,"Descrição
Descrição: Requisitos:Superior completo em Administração, Tecnologia da Informação, Estatística, Contabilidade, Economia, Engenharia ou demais cursos correlacionados.Pacote Office (Excel) e Power BI: conhecimento prático.Capacidade analítica voltada para análise de resultados.Desejável Pós-graduação ou MBA (cursando ou completo).Responsabilidades:Gestão de projetos corporativos.Acompanhamento de indicadores.Apurar dados quantitativos e qualitativos, para elaboração de Dashboard.Automatização e melhoria contínua de processos relacionados à rotinas, ferramentas e sistemas da área. Elaboração de apresentações.Relacionamento com fornecedores externos."
Estagiário de Sms,"Descrição
Descrição: •	Auxiliar nas atividades desenvolvidas na área de QSMS;•	Dar suporte as bases portuárias e demais áreas quanto a gestão de documentação do Soft Expert;•	Atualização de documentos de QSMS na rede;•	Suporte ao SESMT (Serviço especializado de segurança e medicina do trabalho);•	Apoio ao processo de pagamentos ;Outros requisitos: •	Ensino superior cursando em Administração, Engenharia de Produção, Engenharia de Meio Ambiente ou áreas afins;•	Conhecimento avançado em Excel;•	É um diferencial ter formação técnica em Segurança do Trabalho;"
Assistente de R&s (pcd),"Descrição
Descrição: ATIVIDADES PRINCIPAIS:- Alinhamento de perfil com gestores;- Divulgação de vagas em diversas plataformas;- Triagem de currículos; - Entrevistas, dinâmicas e aplicações de testes;- Recolhimento de documentação;- Alimentação de planilhas Excel.Disponibilidade de segunda à sexta das 08h ás 18h formato híbrido. Fácil acesso à região da Barra Funda - SP.Outros requisitos: PRÉ-REQUISITOS:- Vaga exclusiva para PCD. - Cursando Gestão de Recursos Humanos, Psicologia, Administração ou áreas correlatas.- Necessário conhecimento intermediário em Excel."
Analista de Comércio Exterior Jr,"Descrição
Descrição: ATIVIDADES
Elaborar propostas técnicas e comerciais para o fornecimento de produtos e serviços para o mercado doméstico e de exportação;
Negociar condições técnicas e comerciais com os clientes;
Participar de reuniões de alinhamentos e negociações das condições contratuais. 
Idiomas:Espanhol - Nível Intermediário e Inglês - Nível AvançadoOutros requisitos: REQUISITOS
Formação em Administração de Empresas, Comércio Exterior e áreas afins;
 Inglês avançado;
Espanhol intermediário;
Habilidades de negociação e boa comunicação;
Ter interesse em atuar na área de negócios."
Auditor Financeiro,"Descrição
Descrição: Responsabilidades• Análises de todas as transações do financeiro;• Conferência dos boletos e NFs antes de liberar para pagamento;• Conferencia após o pagamento;• Auditoria dos processos;• Contato com contabilidade;• Análise crítica dos processos com o intuito de sugerir otimização dos processos;• Análise crítica dos processos com o intuito de fazer redução de custos.Qualificação• Formação (Administração, contabilidade, economia e/ou área correlatas.)• Excel avançado.O que oferecemos• Salário competitivo com o mercado;• Benefícios;• Plano de carreira;• Ambiente inovador e tecnologico;• Autonomia.Outros requisitos:"
Auxiliar de Enfermagem - UNI Adulto - Itaim,"Descrição
Requisitos:
- Formação: Ensino médio e profissionalizante Auxiliar de Enfermagem completos, 
- Registro em conselho ou certificações específicas (quando necessário);
Coren Ativo;
- Experiência: Necessário experiência no Setor de Uni Adulto
 
Atividades: 
• Realizar o preparo e administração de medicamentos vias: tópicas, otológicas, oftalmológicas, VO, IM, EV (cateter periférico, central, PICC), SC, via sonda enteral/gástrica/gastrostomia, via retal;• Realizar o preparo e administração de medicações de sedação;• Realizar punções venosas;• Realizar cuidados com banho e higiene;• Realizar cuidados com alimentação;• Prestar cuidados ao paciente pré e pós operatório;• Realizar curativos simples em feridas, incisões, cateteres e drenos;• Preencher adequadamente os impressos pertinentes ao prontuário do paciente e da instituição e realizar o registro de todos os cuidados prestados ao paciente;• Realizar a solicitação de dietas via sistema informatizado;• Verificar SSVV, glicemia capilar e medidas antropométricas;• Realizar observação e registro de sinais e sintomas de pacientes;• Monitorar a geladeira do posto de enfermagem (condições, limpeza, controle de temperatura, manutenção);• Orientar pacientes e acompanhantes sobre o protocolo de risco de queda;• Realizar orientações do Plano Educacional aos pacientes, familiares, acompanhantes;• Realizar cuidados com oxigenioterapia: inalação, cateter de O2, máscara de nebulização, Ventury, CPAP;• Prestar atendimento em PCR em pacientes adultos (BLS);• Realizar passagem, cuidados e retirada de sonda gástrica;• Manusear/programar as bombas de infusão;• Realizar controle de débitos dos drenos e cateteres;• Administrar nutrição, nutrientes, hidratação e medicamentos por vias alternativas de alimentação;• Transportar pacientes;• Realizar aspiração de VAS, tubos traqueais, traqueostomias;• Realizar o manejo de dispositivo anti-trombótico;• Realizar ECG;• Prestar cuidados de enfermagem pós-morte;• Executar os cuidados de enfermagem nos protocolos gerenciáveis;• Passar e receber o plantão;• Zelar pelas condições ambientais, buscando a segurança e o bem-estar do paciente e da equipe interdisciplinar;• Auxiliar o enfermeiro nos treinamentos de novos colaboradores
 
Outras informações:
- Local de trabalho: Rua Dr. Alceu de Campos Rodrigues, 95, Vila Nova Conceição, São Paulo
- Escala de trabalho: 180 - CONF ESC - 13:00 17:00 17:15 19:00                                                            
- Disponibilidade para treinamento."
Analista Financeiro (temporário),"Descrição
Descrição: Pré-Requisitos• Formação: Administração, Contabilidade e Economia.• Conhecimento do pacote office, principalmente Excel (Intermediário a Avançado).• Experiência com ERP JDE Contas a Pagar(desejável).• Perfil organizado e comunicativo.Atividades• Realizar lançamentos de notas fiscais e impostos no sistema;• Gerar remessas de pagamentos – PagFor;• Importar e tratar retorno dos pagamentos;• Efetuar baixas manuais;• Lançar e gerir adiantamento de despesas;• Gerar e divulgar relatórios de provisão de pagamentos e de pagamentos realizados."
10073 - Analista Desenvolvedor Wordpress,"Descrição
Descrição: Que tal trabalhar em uma das maiores empresas administradora de benefícios do Brasil, 100% Home office?Profissional atuará com desenvolvimento de novos projetos e Manutenção em Wordpress            Sólidos conhecimentos em desenvolvimento Web, HTML5, CSS3, Javascript.            Experiência em Node.Js.            Experiência com Vue.js, React ou Vue.             Conhecer ferramentas de controle de versão de código (TFS / GitHub);            Ter atuado com linguagens de programação Web (desenvolvimento Full Stack) e criação de serviços / API.            Experiência em arquitetura de micro serviços"
Assistente Executiva,"Descrição
Descrição: Competências Técnicas:•	Ensino Superior Completo, preferencialmente em Administração ou secretariado•	Experiência anterior em empresas de médio/grande porteConhecimentos e/ou Habilidades Indispensáveis: •	Inglês Fluente•	Experiência anterior como Assistente Executiva, atendendo Presidente ou CEO e Diretores•	Habilidade de síntese para relatórios gerenciais•	Dinamismo e habilidade para lidar com múltiplas tarefas simultaneamente, priorizando e antecipando as necessidades dos executivos•	Disponibilidade para residir na região de São Carlos /SP  Idiomas:Inglês - Nível Fluente"
Assistente Financeiro,"Descrição
Descrição: O que você irá fazer? Validação de processos de pagamentos (documentos fiscais e contratuais); Conciliação bancária;Relacionamento diário com bancos;Acompanhamento/suporte na implantação de melhorias sistêmicas/processos;Reporte de saldos bancários.Como requisitos, você deve ter:Ensino superior em Ciências Contábeis/ Administração ou correlatas;Conhecimento no sistema TOTVS-Protheus;Excel intermediário/avançado;Matemática Financeira.Você irá se destacar caso tenha:Cursos voltados para área financeira e tecnologia"
Assistente de Benefícios,"Descrição
Descrição: Atribuições:
Realizar suporte na gestão dos temas de benefícios oferecidos pela Amaggi;
Efetuar orientação aos colaboradores, RHs e unidades;
 Requisitos Necessários:
Graduação Completa ou Cursando Administração de Empresas, Economia e demais áreas de exatas;
Sólidos conhecimentos em Pacote Office;
Desejável conhecimento básico da Lei 9656/98, com demais recomendações da ANS, Gestão de Plano de Saúde.
*Nossas oportunidades são abertas para todos os profissionais, sem distinção de raça, cor, gênero, idade, crença e deficiência (PCD)*"
Estagiário Network,"Descrição
Descrição: Empresa Contratante: https://www.volvocars.com/br Vaga: Estágio Network Requisitos:Estudantes dos Cursos: Administração de Empresas e EngenhariaFormação Prevista: 12/2024 Estudantes do período noturnoInglês e Espanhol: AvançadoPacote Office - AvançadoAtividades: Abertura de PO's Controle de pagamentos Controle de budgetLocal:  Modelo Híbrido – Home Office + Escritório: Próximo à estação de trem BerriniHorário: 8h às 15h ou das 9h às 16h – c/ 1h de almoçoIdiomas:Inglês - Nível Avançado e Espanhol - Nível AvançadoOutros requisitos:"
Estagiário(a)  de Planejamento Financeiro,"Descrição
Responsabilidades:
– Controle e analises de despesas (relatórios e controle gastos no SAP);– Apoio as atividades de fechamento mensais;– Atualização de dados, extração de dados do SAP, Links entre planilhas de Excel;– Apoio e execução de atividades em Excel e Acess;
Requisitos:
- Excel Intermediário/Avançado; - Cursando graduação em Administração, Ciências Contábeis,  Engenharia de Produção ou áreas afins, com previsão de formatura para 2024;
 
Modelo híbrido (Home Office e Empresa)
Localidade da empresa: Jacarepaguá, Rio de Janeiro"
Estagiário de Remuneração,"Descrição
Descrição:
Estamos em busca de um estagiário para atuar em nossa área de Remuneração. Para isso, buscamos estudantes que tenham curiosidade, vontade de aprender e que queiram desenvolver visão analítica.
 
As principais atividades a serem desenvolvidas serão:

 Controlar e organizar vigências de acordos sindicais;
Analisar acordos coletivos e identificar divergências de acordos de mesma categoria;
 Simulação de Impactos Financeiros;
Interface com escritório externo sobre minutas de acordo;

 
Requisitos:

Cursando Administração de Empresas;
Ter conhecimento avançado em Excel;"
Analista de Marketing I,"Descrição
ATIVIDADES:
- Elaboração, acompanhamento e apresentação dos planos de Trade Marketing dos canais tradicionais;
- Obtenção, manipulação e análise de dados de consumidores, clientes e concorrência, para indicação de riscos e oportunidades do mercado;
- Definição e implementação de fotografia de sucesso do canal/produto e visita de mercado.
 
REQUISITOS:
- Ensino Superior Completo em Administração, Comunicação, Marketing, Engenharia ou áreas correlatadas; 
- Capacidade Analítica; Conhecimentos intermediário/avançado no Excel e no Power Point;
- Diferenciais: conhecimentos em Nielsen e SAP."
Assistente de Controle de Manutenção,"Descrição
Descrição: Realizar acompanhamento de planejamento de manutenção, verificação e identificação de problemas.Alimentar e avaliar indicadoresApoio ao SuprimentosAvaliar desempenho da equipe por indicadores e apoiar o desenvolvimento de melhoria contínuaApoiar programa de auditorias internasManter programas de treinamentos atualizados.Idiomas:Inglês - Nível IntermediárioOutros requisitos: Ensino superior completo/cursando em Administração de Empresas ou áreas afinsExperiência em atividades administrativas ligadas as atividades descritasConhecimento em metodologias KaizenConhecimento em VPS \ FMDS e pacote Office 365 Inglês intermediário. Ter disponibilidade para viagens"
Especialista de Vendas - Coprodutos,"Descrição
Atribuições: 
•   Dar suporte à área comercial;•   Vendas de úmidos, miúdos, farinhas e óleos no mercado interno e externo;•   Manutenção e prospecção de novos clientes e mercados;•   Desenvolvimento de novos produtos;•   Disponibilidade para viagens internas e externas.Requisitos:
•   Graduação Completa em Administração, Veterinária, Zootecnia, Engenharia de Produção ou áreas afins;•   Sólido conhecimento na área Comercial;•   Conhecimento avançado no Pacote Office;•   Espanhol e Inglês fluente.
  Local de Trabalho: Itajaí/SC"
Assistente Financeiro,"Descrição
Descrição: Auxiliar nas atividades do financeiro;Realizar serviços externos como: ir em bancos, correios, cartórios e retirar materiais no comercio local;Realizar gestão de notas fiscas;Recepcionar clientes internos e externos;Cumprir os procedimentos operacionais relativos à atividade.Outros requisitos: Estar cursando ensino superior em administração, economia, contabilidade ou áreas correlatadas;
Desejável conhecimento em pacore office;
Possuir veículo proprio;
Necessário possuir boa experiência no setor financeiro."
Assistente Financeiro,"Descrição
Descrição: Atividade 100% presencial.Abrir novos contratos de pagamento no sistema informatizadoAbertura de contratoAcompanhar orçamentos de obraCadastrar os índices de inflação no sistema informatizadoEmitir remessa de cobrança mensalRealizar as baixas diárias dos recebimentosEfetuar a conferência de valores recebidosAcompanhar o financiamento imobiliárioCobrar os clientes inadimplentes (via telefone, e-mail, telegrama, notificação extra-judicial, etc.)Outros requisitos: Desejado: Cursando contabilidade ou administração de empresasLocal de trabalho: Itaim BibiHorário: Segunda a Sexta - 08h às 18h"
